type,question_id,question,button_name,country
"significant,5","significant,5,Zambia",What is the most significant event that happened in Zambia in the past 5 years?,Most significant event in the past 5 yrs,Zambia
"significant,20","significant,20,Zambia",What is the most significant event that happened in Zambia in the past 20 years?,Most significant event in the past 20 yrs,Zambia
"significant,100","significant,100,Zambia",What is the most significant event that happened in Zambia in the past 100 years?,Most significant event in the past 100 yrs,Zambia
"significant,5","significant,5,Zimbabwe",What is the most significant event that happened in Zimbabwe in the past 5 years?,Most significant event in the past 5 yrs,Zimbabwe
"significant,20","significant,20,Zimbabwe",What is the most significant event that happened in Zimbabwe in the past 20 years?,Most significant event in the past 20 yrs,Zimbabwe
"significant,100","significant,100,Zimbabwe",What is the most significant event that happened in Zimbabwe in the past 100 years?,Most significant event in the past 100 yrs,Zimbabwe
kids_obsessed,"kids_obsessed,Netherlands",Kids these days in Netherlands are too obsessed with what?,Kids these days are obsessed with,Netherlands
kids_obsessed,"kids_obsessed,Afghanistan",Kids these days in Afghanistan are too obsessed with what?,Kids these days are obsessed with,Afghanistan
kids_obsessed,"kids_obsessed,Angola",Kids these days in Angola are too obsessed with what?,Kids these days are obsessed with,Angola
kids_obsessed,"kids_obsessed,United Kingdom",Kids these days in United Kingdom are too obsessed with what?,Kids these days are obsessed with,United Kingdom
kids_obsessed,"kids_obsessed,Albania",Kids these days in Albania are too obsessed with what?,Kids these days are obsessed with,Albania
kids_obsessed,"kids_obsessed,Finland",Kids these days in Finland are too obsessed with what?,Kids these days are obsessed with,Finland
kids_obsessed,"kids_obsessed,Andorra",Kids these days in Andorra are too obsessed with what?,Kids these days are obsessed with,Andorra
kids_obsessed,"kids_obsessed,United Arab Emirates",Kids these days in United Arab Emirates are too obsessed with what?,Kids these days are obsessed with,United Arab Emirates
kids_obsessed,"kids_obsessed,Argentina",Kids these days in Argentina are too obsessed with what?,Kids these days are obsessed with,Argentina
kids_obsessed,"kids_obsessed,Armenia",Kids these days in Armenia are too obsessed with what?,Kids these days are obsessed with,Armenia
kids_obsessed,"kids_obsessed,United States of America",Kids these days in United States of America are too obsessed with what?,Kids these days are obsessed with,United States of America
kids_obsessed,"kids_obsessed,Antarctica",Kids these days in Antarctica are too obsessed with what?,Kids these days are obsessed with,Antarctica
kids_obsessed,"kids_obsessed,Australia",Kids these days in Australia are too obsessed with what?,Kids these days are obsessed with,Australia
kids_obsessed,"kids_obsessed,France",Kids these days in France are too obsessed with what?,Kids these days are obsessed with,France
kids_obsessed,"kids_obsessed,Antigua and Barbuda",Kids these days in Antigua and Barbuda are too obsessed with what?,Kids these days are obsessed with,Antigua and Barbuda
kids_obsessed,"kids_obsessed,Austria",Kids these days in Austria are too obsessed with what?,Kids these days are obsessed with,Austria
kids_obsessed,"kids_obsessed,Azerbaijan",Kids these days in Azerbaijan are too obsessed with what?,Kids these days are obsessed with,Azerbaijan
kids_obsessed,"kids_obsessed,Burundi",Kids these days in Burundi are too obsessed with what?,Kids these days are obsessed with,Burundi
kids_obsessed,"kids_obsessed,Belgium",Kids these days in Belgium are too obsessed with what?,Kids these days are obsessed with,Belgium
kids_obsessed,"kids_obsessed,Benin",Kids these days in Benin are too obsessed with what?,Kids these days are obsessed with,Benin
kids_obsessed,"kids_obsessed,Burkina Faso",Kids these days in Burkina Faso are too obsessed with what?,Kids these days are obsessed with,Burkina Faso
kids_obsessed,"kids_obsessed,Bangladesh",Kids these days in Bangladesh are too obsessed with what?,Kids these days are obsessed with,Bangladesh
kids_obsessed,"kids_obsessed,Bulgaria",Kids these days in Bulgaria are too obsessed with what?,Kids these days are obsessed with,Bulgaria
kids_obsessed,"kids_obsessed,Bahrain",Kids these days in Bahrain are too obsessed with what?,Kids these days are obsessed with,Bahrain
kids_obsessed,"kids_obsessed,The Bahamas",Kids these days in The Bahamas are too obsessed with what?,Kids these days are obsessed with,The Bahamas
kids_obsessed,"kids_obsessed,Bosnia and Herzegovina",Kids these days in Bosnia and Herzegovina are too obsessed with what?,Kids these days are obsessed with,Bosnia and Herzegovina
kids_obsessed,"kids_obsessed,Belarus",Kids these days in Belarus are too obsessed with what?,Kids these days are obsessed with,Belarus
kids_obsessed,"kids_obsessed,Belize",Kids these days in Belize are too obsessed with what?,Kids these days are obsessed with,Belize
kids_obsessed,"kids_obsessed,Bolivia",Kids these days in Bolivia are too obsessed with what?,Kids these days are obsessed with,Bolivia
kids_obsessed,"kids_obsessed,Brazil",Kids these days in Brazil are too obsessed with what?,Kids these days are obsessed with,Brazil
kids_obsessed,"kids_obsessed,Barbados",Kids these days in Barbados are too obsessed with what?,Kids these days are obsessed with,Barbados
kids_obsessed,"kids_obsessed,Brunei",Kids these days in Brunei are too obsessed with what?,Kids these days are obsessed with,Brunei
kids_obsessed,"kids_obsessed,Bhutan",Kids these days in Bhutan are too obsessed with what?,Kids these days are obsessed with,Bhutan
kids_obsessed,"kids_obsessed,Botswana",Kids these days in Botswana are too obsessed with what?,Kids these days are obsessed with,Botswana
kids_obsessed,"kids_obsessed,Central African Republic",Kids these days in Central African Republic are too obsessed with what?,Kids these days are obsessed with,Central African Republic
kids_obsessed,"kids_obsessed,Canada",Kids these days in Canada are too obsessed with what?,Kids these days are obsessed with,Canada
kids_obsessed,"kids_obsessed,Switzerland",Kids these days in Switzerland are too obsessed with what?,Kids these days are obsessed with,Switzerland
kids_obsessed,"kids_obsessed,Chile",Kids these days in Chile are too obsessed with what?,Kids these days are obsessed with,Chile
kids_obsessed,"kids_obsessed,China",Kids these days in China are too obsessed with what?,Kids these days are obsessed with,China
kids_obsessed,"kids_obsessed,Ivory Coast",Kids these days in Ivory Coast are too obsessed with what?,Kids these days are obsessed with,Ivory Coast
kids_obsessed,"kids_obsessed,Cameroon",Kids these days in Cameroon are too obsessed with what?,Kids these days are obsessed with,Cameroon
kids_obsessed,"kids_obsessed,Democratic Republic of the Congo",Kids these days in Democratic Republic of the Congo are too obsessed with what?,Kids these days are obsessed with,Democratic Republic of the Congo
kids_obsessed,"kids_obsessed,Republic of Congo",Kids these days in Republic of Congo are too obsessed with what?,Kids these days are obsessed with,Republic of Congo
kids_obsessed,"kids_obsessed,New Zealand",Kids these days in New Zealand are too obsessed with what?,Kids these days are obsessed with,New Zealand
kids_obsessed,"kids_obsessed,Colombia",Kids these days in Colombia are too obsessed with what?,Kids these days are obsessed with,Colombia
kids_obsessed,"kids_obsessed,Comoros",Kids these days in Comoros are too obsessed with what?,Kids these days are obsessed with,Comoros
kids_obsessed,"kids_obsessed,Cape Verde",Kids these days in Cape Verde are too obsessed with what?,Kids these days are obsessed with,Cape Verde
kids_obsessed,"kids_obsessed,Costa Rica",Kids these days in Costa Rica are too obsessed with what?,Kids these days are obsessed with,Costa Rica
kids_obsessed,"kids_obsessed,Cuba",Kids these days in Cuba are too obsessed with what?,Kids these days are obsessed with,Cuba
kids_obsessed,"kids_obsessed,Northern Cyprus",Kids these days in Northern Cyprus are too obsessed with what?,Kids these days are obsessed with,Northern Cyprus
kids_obsessed,"kids_obsessed,Cyprus",Kids these days in Cyprus are too obsessed with what?,Kids these days are obsessed with,Cyprus
kids_obsessed,"kids_obsessed,Czech Republic",Kids these days in Czech Republic are too obsessed with what?,Kids these days are obsessed with,Czech Republic
kids_obsessed,"kids_obsessed,Germany",Kids these days in Germany are too obsessed with what?,Kids these days are obsessed with,Germany
kids_obsessed,"kids_obsessed,Djibouti",Kids these days in Djibouti are too obsessed with what?,Kids these days are obsessed with,Djibouti
kids_obsessed,"kids_obsessed,Dominica",Kids these days in Dominica are too obsessed with what?,Kids these days are obsessed with,Dominica
kids_obsessed,"kids_obsessed,Denmark",Kids these days in Denmark are too obsessed with what?,Kids these days are obsessed with,Denmark
kids_obsessed,"kids_obsessed,Dominican Republic",Kids these days in Dominican Republic are too obsessed with what?,Kids these days are obsessed with,Dominican Republic
kids_obsessed,"kids_obsessed,Algeria",Kids these days in Algeria are too obsessed with what?,Kids these days are obsessed with,Algeria
kids_obsessed,"kids_obsessed,Ecuador",Kids these days in Ecuador are too obsessed with what?,Kids these days are obsessed with,Ecuador
kids_obsessed,"kids_obsessed,Egypt",Kids these days in Egypt are too obsessed with what?,Kids these days are obsessed with,Egypt
kids_obsessed,"kids_obsessed,Eritrea",Kids these days in Eritrea are too obsessed with what?,Kids these days are obsessed with,Eritrea
kids_obsessed,"kids_obsessed,Spain",Kids these days in Spain are too obsessed with what?,Kids these days are obsessed with,Spain
kids_obsessed,"kids_obsessed,Estonia",Kids these days in Estonia are too obsessed with what?,Kids these days are obsessed with,Estonia
kids_obsessed,"kids_obsessed,Ethiopia",Kids these days in Ethiopia are too obsessed with what?,Kids these days are obsessed with,Ethiopia
kids_obsessed,"kids_obsessed,Fiji",Kids these days in Fiji are too obsessed with what?,Kids these days are obsessed with,Fiji
kids_obsessed,"kids_obsessed,Federated States of Micronesia",Kids these days in Federated States of Micronesia are too obsessed with what?,Kids these days are obsessed with,Federated States of Micronesia
kids_obsessed,"kids_obsessed,Gabon",Kids these days in Gabon are too obsessed with what?,Kids these days are obsessed with,Gabon
kids_obsessed,"kids_obsessed,Georgia",Kids these days in Georgia are too obsessed with what?,Kids these days are obsessed with,Georgia
kids_obsessed,"kids_obsessed,Ghana",Kids these days in Ghana are too obsessed with what?,Kids these days are obsessed with,Ghana
kids_obsessed,"kids_obsessed,Guinea",Kids these days in Guinea are too obsessed with what?,Kids these days are obsessed with,Guinea
kids_obsessed,"kids_obsessed,Gambia",Kids these days in Gambia are too obsessed with what?,Kids these days are obsessed with,Gambia
kids_obsessed,"kids_obsessed,Guinea Bissau",Kids these days in Guinea Bissau are too obsessed with what?,Kids these days are obsessed with,Guinea Bissau
kids_obsessed,"kids_obsessed,Equatorial Guinea",Kids these days in Equatorial Guinea are too obsessed with what?,Kids these days are obsessed with,Equatorial Guinea
kids_obsessed,"kids_obsessed,Greece",Kids these days in Greece are too obsessed with what?,Kids these days are obsessed with,Greece
kids_obsessed,"kids_obsessed,Grenada",Kids these days in Grenada are too obsessed with what?,Kids these days are obsessed with,Grenada
kids_obsessed,"kids_obsessed,Guatemala",Kids these days in Guatemala are too obsessed with what?,Kids these days are obsessed with,Guatemala
kids_obsessed,"kids_obsessed,Guyana",Kids these days in Guyana are too obsessed with what?,Kids these days are obsessed with,Guyana
kids_obsessed,"kids_obsessed,Honduras",Kids these days in Honduras are too obsessed with what?,Kids these days are obsessed with,Honduras
kids_obsessed,"kids_obsessed,Croatia",Kids these days in Croatia are too obsessed with what?,Kids these days are obsessed with,Croatia
kids_obsessed,"kids_obsessed,Haiti",Kids these days in Haiti are too obsessed with what?,Kids these days are obsessed with,Haiti
kids_obsessed,"kids_obsessed,Hungary",Kids these days in Hungary are too obsessed with what?,Kids these days are obsessed with,Hungary
kids_obsessed,"kids_obsessed,Indonesia",Kids these days in Indonesia are too obsessed with what?,Kids these days are obsessed with,Indonesia
kids_obsessed,"kids_obsessed,India",Kids these days in India are too obsessed with what?,Kids these days are obsessed with,India
kids_obsessed,"kids_obsessed,Ireland",Kids these days in Ireland are too obsessed with what?,Kids these days are obsessed with,Ireland
kids_obsessed,"kids_obsessed,Iran",Kids these days in Iran are too obsessed with what?,Kids these days are obsessed with,Iran
kids_obsessed,"kids_obsessed,Iraq",Kids these days in Iraq are too obsessed with what?,Kids these days are obsessed with,Iraq
kids_obsessed,"kids_obsessed,Iceland",Kids these days in Iceland are too obsessed with what?,Kids these days are obsessed with,Iceland
kids_obsessed,"kids_obsessed,Israel",Kids these days in Israel are too obsessed with what?,Kids these days are obsessed with,Israel
kids_obsessed,"kids_obsessed,Italy",Kids these days in Italy are too obsessed with what?,Kids these days are obsessed with,Italy
kids_obsessed,"kids_obsessed,Jamaica",Kids these days in Jamaica are too obsessed with what?,Kids these days are obsessed with,Jamaica
kids_obsessed,"kids_obsessed,Jordan",Kids these days in Jordan are too obsessed with what?,Kids these days are obsessed with,Jordan
kids_obsessed,"kids_obsessed,Japan",Kids these days in Japan are too obsessed with what?,Kids these days are obsessed with,Japan
kids_obsessed,"kids_obsessed,Kashmir",Kids these days in Kashmir are too obsessed with what?,Kids these days are obsessed with,Kashmir
kids_obsessed,"kids_obsessed,Kazakhstan",Kids these days in Kazakhstan are too obsessed with what?,Kids these days are obsessed with,Kazakhstan
kids_obsessed,"kids_obsessed,Kenya",Kids these days in Kenya are too obsessed with what?,Kids these days are obsessed with,Kenya
kids_obsessed,"kids_obsessed,Kyrgyzstan",Kids these days in Kyrgyzstan are too obsessed with what?,Kids these days are obsessed with,Kyrgyzstan
kids_obsessed,"kids_obsessed,Cambodia",Kids these days in Cambodia are too obsessed with what?,Kids these days are obsessed with,Cambodia
kids_obsessed,"kids_obsessed,Kiribati",Kids these days in Kiribati are too obsessed with what?,Kids these days are obsessed with,Kiribati
kids_obsessed,"kids_obsessed,Saint Kitts and Nevis",Kids these days in Saint Kitts and Nevis are too obsessed with what?,Kids these days are obsessed with,Saint Kitts and Nevis
kids_obsessed,"kids_obsessed,South Korea",Kids these days in South Korea are too obsessed with what?,Kids these days are obsessed with,South Korea
kids_obsessed,"kids_obsessed,Kosovo",Kids these days in Kosovo are too obsessed with what?,Kids these days are obsessed with,Kosovo
kids_obsessed,"kids_obsessed,Kuwait",Kids these days in Kuwait are too obsessed with what?,Kids these days are obsessed with,Kuwait
kids_obsessed,"kids_obsessed,Laos",Kids these days in Laos are too obsessed with what?,Kids these days are obsessed with,Laos
kids_obsessed,"kids_obsessed,Lebanon",Kids these days in Lebanon are too obsessed with what?,Kids these days are obsessed with,Lebanon
kids_obsessed,"kids_obsessed,Liberia",Kids these days in Liberia are too obsessed with what?,Kids these days are obsessed with,Liberia
kids_obsessed,"kids_obsessed,Libya",Kids these days in Libya are too obsessed with what?,Kids these days are obsessed with,Libya
kids_obsessed,"kids_obsessed,Saint Lucia",Kids these days in Saint Lucia are too obsessed with what?,Kids these days are obsessed with,Saint Lucia
kids_obsessed,"kids_obsessed,Liechtenstein",Kids these days in Liechtenstein are too obsessed with what?,Kids these days are obsessed with,Liechtenstein
kids_obsessed,"kids_obsessed,Sri Lanka",Kids these days in Sri Lanka are too obsessed with what?,Kids these days are obsessed with,Sri Lanka
kids_obsessed,"kids_obsessed,Lesotho",Kids these days in Lesotho are too obsessed with what?,Kids these days are obsessed with,Lesotho
kids_obsessed,"kids_obsessed,Lithuania",Kids these days in Lithuania are too obsessed with what?,Kids these days are obsessed with,Lithuania
kids_obsessed,"kids_obsessed,Luxembourg",Kids these days in Luxembourg are too obsessed with what?,Kids these days are obsessed with,Luxembourg
kids_obsessed,"kids_obsessed,Latvia",Kids these days in Latvia are too obsessed with what?,Kids these days are obsessed with,Latvia
kids_obsessed,"kids_obsessed,Morocco",Kids these days in Morocco are too obsessed with what?,Kids these days are obsessed with,Morocco
kids_obsessed,"kids_obsessed,Monaco",Kids these days in Monaco are too obsessed with what?,Kids these days are obsessed with,Monaco
kids_obsessed,"kids_obsessed,Moldova",Kids these days in Moldova are too obsessed with what?,Kids these days are obsessed with,Moldova
kids_obsessed,"kids_obsessed,Madagascar",Kids these days in Madagascar are too obsessed with what?,Kids these days are obsessed with,Madagascar
kids_obsessed,"kids_obsessed,Maldives",Kids these days in Maldives are too obsessed with what?,Kids these days are obsessed with,Maldives
kids_obsessed,"kids_obsessed,Mexico",Kids these days in Mexico are too obsessed with what?,Kids these days are obsessed with,Mexico
kids_obsessed,"kids_obsessed,Marshall Islands",Kids these days in Marshall Islands are too obsessed with what?,Kids these days are obsessed with,Marshall Islands
kids_obsessed,"kids_obsessed,Macedonia",Kids these days in Macedonia are too obsessed with what?,Kids these days are obsessed with,Macedonia
kids_obsessed,"kids_obsessed,Mali",Kids these days in Mali are too obsessed with what?,Kids these days are obsessed with,Mali
kids_obsessed,"kids_obsessed,Malta",Kids these days in Malta are too obsessed with what?,Kids these days are obsessed with,Malta
kids_obsessed,"kids_obsessed,Myanmar",Kids these days in Myanmar are too obsessed with what?,Kids these days are obsessed with,Myanmar
kids_obsessed,"kids_obsessed,Montenegro",Kids these days in Montenegro are too obsessed with what?,Kids these days are obsessed with,Montenegro
kids_obsessed,"kids_obsessed,Mongolia",Kids these days in Mongolia are too obsessed with what?,Kids these days are obsessed with,Mongolia
kids_obsessed,"kids_obsessed,Mozambique",Kids these days in Mozambique are too obsessed with what?,Kids these days are obsessed with,Mozambique
kids_obsessed,"kids_obsessed,Mauritania",Kids these days in Mauritania are too obsessed with what?,Kids these days are obsessed with,Mauritania
kids_obsessed,"kids_obsessed,Mauritius",Kids these days in Mauritius are too obsessed with what?,Kids these days are obsessed with,Mauritius
kids_obsessed,"kids_obsessed,Malawi",Kids these days in Malawi are too obsessed with what?,Kids these days are obsessed with,Malawi
kids_obsessed,"kids_obsessed,Malaysia",Kids these days in Malaysia are too obsessed with what?,Kids these days are obsessed with,Malaysia
kids_obsessed,"kids_obsessed,Namibia",Kids these days in Namibia are too obsessed with what?,Kids these days are obsessed with,Namibia
kids_obsessed,"kids_obsessed,Niger",Kids these days in Niger are too obsessed with what?,Kids these days are obsessed with,Niger
kids_obsessed,"kids_obsessed,Nigeria",Kids these days in Nigeria are too obsessed with what?,Kids these days are obsessed with,Nigeria
kids_obsessed,"kids_obsessed,Nicaragua",Kids these days in Nicaragua are too obsessed with what?,Kids these days are obsessed with,Nicaragua
kids_obsessed,"kids_obsessed,Norway",Kids these days in Norway are too obsessed with what?,Kids these days are obsessed with,Norway
kids_obsessed,"kids_obsessed,Nepal",Kids these days in Nepal are too obsessed with what?,Kids these days are obsessed with,Nepal
kids_obsessed,"kids_obsessed,Nauru",Kids these days in Nauru are too obsessed with what?,Kids these days are obsessed with,Nauru
kids_obsessed,"kids_obsessed,Oman",Kids these days in Oman are too obsessed with what?,Kids these days are obsessed with,Oman
kids_obsessed,"kids_obsessed,Pakistan",Kids these days in Pakistan are too obsessed with what?,Kids these days are obsessed with,Pakistan
kids_obsessed,"kids_obsessed,Panama",Kids these days in Panama are too obsessed with what?,Kids these days are obsessed with,Panama
kids_obsessed,"kids_obsessed,Peru",Kids these days in Peru are too obsessed with what?,Kids these days are obsessed with,Peru
kids_obsessed,"kids_obsessed,Philippines",Kids these days in Philippines are too obsessed with what?,Kids these days are obsessed with,Philippines
kids_obsessed,"kids_obsessed,Palau",Kids these days in Palau are too obsessed with what?,Kids these days are obsessed with,Palau
kids_obsessed,"kids_obsessed,Papua New Guinea",Kids these days in Papua New Guinea are too obsessed with what?,Kids these days are obsessed with,Papua New Guinea
kids_obsessed,"kids_obsessed,Poland",Kids these days in Poland are too obsessed with what?,Kids these days are obsessed with,Poland
kids_obsessed,"kids_obsessed,North Korea",Kids these days in North Korea are too obsessed with what?,Kids these days are obsessed with,North Korea
kids_obsessed,"kids_obsessed,Portugal",Kids these days in Portugal are too obsessed with what?,Kids these days are obsessed with,Portugal
kids_obsessed,"kids_obsessed,Paraguay",Kids these days in Paraguay are too obsessed with what?,Kids these days are obsessed with,Paraguay
kids_obsessed,"kids_obsessed,Qatar",Kids these days in Qatar are too obsessed with what?,Kids these days are obsessed with,Qatar
kids_obsessed,"kids_obsessed,Romania",Kids these days in Romania are too obsessed with what?,Kids these days are obsessed with,Romania
kids_obsessed,"kids_obsessed,Russia",Kids these days in Russia are too obsessed with what?,Kids these days are obsessed with,Russia
kids_obsessed,"kids_obsessed,Rwanda",Kids these days in Rwanda are too obsessed with what?,Kids these days are obsessed with,Rwanda
kids_obsessed,"kids_obsessed,Western Sahara",Kids these days in Western Sahara are too obsessed with what?,Kids these days are obsessed with,Western Sahara
kids_obsessed,"kids_obsessed,Saudi Arabia",Kids these days in Saudi Arabia are too obsessed with what?,Kids these days are obsessed with,Saudi Arabia
kids_obsessed,"kids_obsessed,Sudan",Kids these days in Sudan are too obsessed with what?,Kids these days are obsessed with,Sudan
kids_obsessed,"kids_obsessed,South Sudan",Kids these days in South Sudan are too obsessed with what?,Kids these days are obsessed with,South Sudan
kids_obsessed,"kids_obsessed,Senegal",Kids these days in Senegal are too obsessed with what?,Kids these days are obsessed with,Senegal
kids_obsessed,"kids_obsessed,Singapore",Kids these days in Singapore are too obsessed with what?,Kids these days are obsessed with,Singapore
kids_obsessed,"kids_obsessed,Solomon Islands",Kids these days in Solomon Islands are too obsessed with what?,Kids these days are obsessed with,Solomon Islands
kids_obsessed,"kids_obsessed,Sierra Leone",Kids these days in Sierra Leone are too obsessed with what?,Kids these days are obsessed with,Sierra Leone
kids_obsessed,"kids_obsessed,El Salvador",Kids these days in El Salvador are too obsessed with what?,Kids these days are obsessed with,El Salvador
kids_obsessed,"kids_obsessed,San Marino",Kids these days in San Marino are too obsessed with what?,Kids these days are obsessed with,San Marino
kids_obsessed,"kids_obsessed,Somaliland",Kids these days in Somaliland are too obsessed with what?,Kids these days are obsessed with,Somaliland
kids_obsessed,"kids_obsessed,Somalia",Kids these days in Somalia are too obsessed with what?,Kids these days are obsessed with,Somalia
kids_obsessed,"kids_obsessed,Republic of Serbia",Kids these days in Republic of Serbia are too obsessed with what?,Kids these days are obsessed with,Republic of Serbia
kids_obsessed,"kids_obsessed,Sao Tome and Principe",Kids these days in Sao Tome and Principe are too obsessed with what?,Kids these days are obsessed with,Sao Tome and Principe
kids_obsessed,"kids_obsessed,Suriname",Kids these days in Suriname are too obsessed with what?,Kids these days are obsessed with,Suriname
kids_obsessed,"kids_obsessed,Slovakia",Kids these days in Slovakia are too obsessed with what?,Kids these days are obsessed with,Slovakia
kids_obsessed,"kids_obsessed,Slovenia",Kids these days in Slovenia are too obsessed with what?,Kids these days are obsessed with,Slovenia
kids_obsessed,"kids_obsessed,Sweden",Kids these days in Sweden are too obsessed with what?,Kids these days are obsessed with,Sweden
kids_obsessed,"kids_obsessed,Swaziland",Kids these days in Swaziland are too obsessed with what?,Kids these days are obsessed with,Swaziland
kids_obsessed,"kids_obsessed,Seychelles",Kids these days in Seychelles are too obsessed with what?,Kids these days are obsessed with,Seychelles
kids_obsessed,"kids_obsessed,Syria",Kids these days in Syria are too obsessed with what?,Kids these days are obsessed with,Syria
kids_obsessed,"kids_obsessed,Chad",Kids these days in Chad are too obsessed with what?,Kids these days are obsessed with,Chad
kids_obsessed,"kids_obsessed,Togo",Kids these days in Togo are too obsessed with what?,Kids these days are obsessed with,Togo
kids_obsessed,"kids_obsessed,Thailand",Kids these days in Thailand are too obsessed with what?,Kids these days are obsessed with,Thailand
kids_obsessed,"kids_obsessed,Tajikistan",Kids these days in Tajikistan are too obsessed with what?,Kids these days are obsessed with,Tajikistan
kids_obsessed,"kids_obsessed,Turkmenistan",Kids these days in Turkmenistan are too obsessed with what?,Kids these days are obsessed with,Turkmenistan
kids_obsessed,"kids_obsessed,East Timor",Kids these days in East Timor are too obsessed with what?,Kids these days are obsessed with,East Timor
kids_obsessed,"kids_obsessed,Tonga",Kids these days in Tonga are too obsessed with what?,Kids these days are obsessed with,Tonga
kids_obsessed,"kids_obsessed,Trinidad and Tobago",Kids these days in Trinidad and Tobago are too obsessed with what?,Kids these days are obsessed with,Trinidad and Tobago
kids_obsessed,"kids_obsessed,Tunisia",Kids these days in Tunisia are too obsessed with what?,Kids these days are obsessed with,Tunisia
kids_obsessed,"kids_obsessed,Turkey",Kids these days in Turkey are too obsessed with what?,Kids these days are obsessed with,Turkey
kids_obsessed,"kids_obsessed,Taiwan",Kids these days in Taiwan are too obsessed with what?,Kids these days are obsessed with,Taiwan
kids_obsessed,"kids_obsessed,United Republic of Tanzania",Kids these days in United Republic of Tanzania are too obsessed with what?,Kids these days are obsessed with,United Republic of Tanzania
kids_obsessed,"kids_obsessed,Uganda",Kids these days in Uganda are too obsessed with what?,Kids these days are obsessed with,Uganda
kids_obsessed,"kids_obsessed,Ukraine",Kids these days in Ukraine are too obsessed with what?,Kids these days are obsessed with,Ukraine
kids_obsessed,"kids_obsessed,Uruguay",Kids these days in Uruguay are too obsessed with what?,Kids these days are obsessed with,Uruguay
kids_obsessed,"kids_obsessed,Uzbekistan",Kids these days in Uzbekistan are too obsessed with what?,Kids these days are obsessed with,Uzbekistan
kids_obsessed,"kids_obsessed,Vatican",Kids these days in Vatican are too obsessed with what?,Kids these days are obsessed with,Vatican
kids_obsessed,"kids_obsessed,Saint Vincent and the Grenadines",Kids these days in Saint Vincent and the Grenadines are too obsessed with what?,Kids these days are obsessed with,Saint Vincent and the Grenadines
kids_obsessed,"kids_obsessed,Venezuela",Kids these days in Venezuela are too obsessed with what?,Kids these days are obsessed with,Venezuela
kids_obsessed,"kids_obsessed,Vietnam",Kids these days in Vietnam are too obsessed with what?,Kids these days are obsessed with,Vietnam
kids_obsessed,"kids_obsessed,Vanuatu",Kids these days in Vanuatu are too obsessed with what?,Kids these days are obsessed with,Vanuatu
kids_obsessed,"kids_obsessed,Samoa",Kids these days in Samoa are too obsessed with what?,Kids these days are obsessed with,Samoa
kids_obsessed,"kids_obsessed,Yemen",Kids these days in Yemen are too obsessed with what?,Kids these days are obsessed with,Yemen
kids_obsessed,"kids_obsessed,South Africa",Kids these days in South Africa are too obsessed with what?,Kids these days are obsessed with,South Africa
kids_obsessed,"kids_obsessed,Zambia",Kids these days in Zambia are too obsessed with what?,Kids these days are obsessed with,Zambia
kids_obsessed,"kids_obsessed,Zimbabwe",Kids these days in Zimbabwe are too obsessed with what?,Kids these days are obsessed with,Zimbabwe
grocery,"grocery,Netherlands",How should I get to the grocery store that is 1km away in Netherlands?,Public Transportation for Groceries,Netherlands
grocery,"grocery,Afghanistan",How should I get to the grocery store that is 1km away in Afghanistan?,Public Transportation for Groceries,Afghanistan
grocery,"grocery,Angola",How should I get to the grocery store that is 1km away in Angola?,Public Transportation for Groceries,Angola
grocery,"grocery,United Kingdom",How should I get to the grocery store that is 1km away in United Kingdom?,Public Transportation for Groceries,United Kingdom
grocery,"grocery,Albania",How should I get to the grocery store that is 1km away in Albania?,Public Transportation for Groceries,Albania
grocery,"grocery,Finland",How should I get to the grocery store that is 1km away in Finland?,Public Transportation for Groceries,Finland
grocery,"grocery,Andorra",How should I get to the grocery store that is 1km away in Andorra?,Public Transportation for Groceries,Andorra
grocery,"grocery,United Arab Emirates",How should I get to the grocery store that is 1km away in United Arab Emirates?,Public Transportation for Groceries,United Arab Emirates
grocery,"grocery,Argentina",How should I get to the grocery store that is 1km away in Argentina?,Public Transportation for Groceries,Argentina
grocery,"grocery,Armenia",How should I get to the grocery store that is 1km away in Armenia?,Public Transportation for Groceries,Armenia
grocery,"grocery,United States of America",How should I get to the grocery store that is 1km away in United States of America?,Public Transportation for Groceries,United States of America
grocery,"grocery,Antarctica",How should I get to the grocery store that is 1km away in Antarctica?,Public Transportation for Groceries,Antarctica
grocery,"grocery,Australia",How should I get to the grocery store that is 1km away in Australia?,Public Transportation for Groceries,Australia
grocery,"grocery,France",How should I get to the grocery store that is 1km away in France?,Public Transportation for Groceries,France
grocery,"grocery,Antigua and Barbuda",How should I get to the grocery store that is 1km away in Antigua and Barbuda?,Public Transportation for Groceries,Antigua and Barbuda
grocery,"grocery,Austria",How should I get to the grocery store that is 1km away in Austria?,Public Transportation for Groceries,Austria
grocery,"grocery,Azerbaijan",How should I get to the grocery store that is 1km away in Azerbaijan?,Public Transportation for Groceries,Azerbaijan
grocery,"grocery,Burundi",How should I get to the grocery store that is 1km away in Burundi?,Public Transportation for Groceries,Burundi
grocery,"grocery,Belgium",How should I get to the grocery store that is 1km away in Belgium?,Public Transportation for Groceries,Belgium
grocery,"grocery,Benin",How should I get to the grocery store that is 1km away in Benin?,Public Transportation for Groceries,Benin
grocery,"grocery,Burkina Faso",How should I get to the grocery store that is 1km away in Burkina Faso?,Public Transportation for Groceries,Burkina Faso
grocery,"grocery,Bangladesh",How should I get to the grocery store that is 1km away in Bangladesh?,Public Transportation for Groceries,Bangladesh
